job_id,company,title,location,url,source
greenhouse_7430701,stripe,Customer Success Manager (Mandarin Speaking),Singapore,https://stripe.com/jobs/search?gh_jid=7430701,greenhouse
greenhouse_7374492,stripe,Cyber Intelligence Researcher,N/A,https://stripe.com/jobs/search?gh_jid=7374492,greenhouse
greenhouse_7310717,stripe,Data Analyst,London,https://stripe.com/jobs/search?gh_jid=7310717,greenhouse
greenhouse_7285986,stripe,"Data Analyst, Intern (Master's degree)","Toronto, Ontario, Canada",https://stripe.com/jobs/search?gh_jid=7285986,greenhouse
greenhouse_5922987,stripe,Data Governance Lead,Remote US,https://stripe.com/jobs/search?gh_jid=5922987,greenhouse
greenhouse_7454046,stripe,Data Recruiter (Fixed Term Contract) ,"US-Remote, Toronto",https://stripe.com/jobs/search?gh_jid=7454046,greenhouse
greenhouse_5601879,stripe,Data Scientist,N/A,https://stripe.com/jobs/search?gh_jid=5601879,greenhouse
greenhouse_7357460,stripe,Data Scientist,Toronto,https://stripe.com/jobs/search?gh_jid=7357460,greenhouse
greenhouse_7516102,stripe,"Data Scientist, EMEA",London,https://stripe.com/jobs/search?gh_jid=7516102,greenhouse
greenhouse_7361950,stripe,Deal Pricing Lead - EMEA,Dublin,https://stripe.com/jobs/search?gh_jid=7361950,greenhouse
greenhouse_7492580,stripe,Deal Strategist,"Chicago, Remote",https://stripe.com/jobs/search?gh_jid=7492580,greenhouse
greenhouse_7366144,stripe,"Demand Generation Manager, Enterprise EMEA",London,https://stripe.com/jobs/search?gh_jid=7366144,greenhouse
greenhouse_7390314,stripe,Demo Engineer ,San Francisco ,https://stripe.com/jobs/search?gh_jid=7390314,greenhouse
greenhouse_6299301,stripe,"Design Engineer, Expansion",US,https://stripe.com/jobs/search?gh_jid=6299301,greenhouse
greenhouse_7144975,stripe,"Design Engineer, Presence","US, Canada",https://stripe.com/jobs/search?gh_jid=7144975,greenhouse
greenhouse_7390389,stripe,"Design Recruiter, AMER (Fixed Term Contract)","Toronto, US-Remote",https://stripe.com/jobs/search?gh_jid=7390389,greenhouse
greenhouse_7104344,stripe,"Developer Experience Engineer, Privy","NYC-Privy, US-Remote",https://stripe.com/jobs/search?gh_jid=7104344,greenhouse
greenhouse_7483726,stripe,"EMEA GTM Lead, Financial Services and Insurance",London,https://stripe.com/jobs/search?gh_jid=7483726,greenhouse
greenhouse_7363660,stripe,"Engineering Manager, Adaptive Pricing",N/A,https://stripe.com/jobs/search?gh_jid=7363660,greenhouse
greenhouse_7438081,stripe,Engineering Manager - Dashboard,Dublin ,https://stripe.com/jobs/search?gh_jid=7438081,greenhouse
greenhouse_7496118,stripe,"Engineering Manager , Data Engineering Solutions",Bengaluru,https://stripe.com/jobs/search?gh_jid=7496118,greenhouse
greenhouse_7076084,stripe,"Engineering Manager, Disputes Foundation",Singapore,https://stripe.com/jobs/search?gh_jid=7076084,greenhouse
greenhouse_7366186,stripe,"Engineering Manager, Merchant Health Experience ","Seattle, San Francisco ",https://stripe.com/jobs/search?gh_jid=7366186,greenhouse
greenhouse_7515813,stripe,"Engineering Manager, Money Movement and Storage",London,https://stripe.com/jobs/search?gh_jid=7515813,greenhouse
greenhouse_7475396,stripe,"Engineering Manager, Operator Tooling",N/A,https://stripe.com/jobs/search?gh_jid=7475396,greenhouse
greenhouse_7129418,stripe,"Engineering Manager, Privy ",New York Privy HQ,https://stripe.com/jobs/search?gh_jid=7129418,greenhouse
greenhouse_6909015,stripe,"Engineering Manager, Product and Business",AMER - US ,https://stripe.com/jobs/search?gh_jid=6909015,greenhouse
greenhouse_6615981,stripe,"Engineering Manager, Product and Business",Canada,https://stripe.com/jobs/search?gh_jid=6615981,greenhouse
greenhouse_7475300,stripe,"Engineering Manager, Tax Capabilities ",Dublin ,https://stripe.com/jobs/search?gh_jid=7475300,greenhouse
greenhouse_7290552,stripe,Enterprise Field Marketing Manager UK,London,https://stripe.com/jobs/search?gh_jid=7290552,greenhouse
greenhouse_7014338,stripe,Enterprise Integration Engineer,"Mexico City, MX",https://stripe.com/jobs/search?gh_jid=7014338,greenhouse
greenhouse_7377089,stripe,Enterprise Services Manager,Melbourne,https://stripe.com/jobs/search?gh_jid=7377089,greenhouse
greenhouse_6939434,stripe,Enterprise Services Manager,Madrid,https://stripe.com/jobs/search?gh_jid=6939434,greenhouse
greenhouse_7374608,stripe,"Enterprise Solutions Architecture Manager, AMER","San Francisco, CA",https://stripe.com/jobs/search?gh_jid=7374608,greenhouse
greenhouse_7524533,stripe,Enterprise Support Specialist,"Dublin, Ireland",https://stripe.com/jobs/search?gh_jid=7524533,greenhouse
greenhouse_7462822,stripe,"Events Manager, Event Technology and Registration",Remote US,https://stripe.com/jobs/search?gh_jid=7462822,greenhouse
greenhouse_7364060,stripe,Executive Briefing Center (EBC) Content Lead,SF,https://stripe.com/jobs/search?gh_jid=7364060,greenhouse
greenhouse_7473983,stripe,"Finance and Strategy Partner, Finance, Corporate Development & Communications","San Francisco, New York City",https://stripe.com/jobs/search?gh_jid=7473983,greenhouse
greenhouse_7463755,stripe,"Finance and Strategy Partner, GTM","Chicago, San Francisco, Seattle, New York City",https://stripe.com/jobs/search?gh_jid=7463755,greenhouse
greenhouse_7394900,stripe,"Finance Lead, Frontier & Stripe Climate",San Francisco ,https://stripe.com/jobs/search?gh_jid=7394900,greenhouse
greenhouse_7440124,stripe,Finance & Strategy Analyst,Bengaluru,https://stripe.com/jobs/search?gh_jid=7440124,greenhouse
greenhouse_7409482,stripe,Finance & Strategy Analyst Rotational Program ,"San Francisco, Seattle, New York City",https://stripe.com/jobs/search?gh_jid=7409482,greenhouse
greenhouse_7409645,stripe,Finance & Strategy or Treasury Finance Intern,"San Francisco, New York",https://stripe.com/jobs/search?gh_jid=7409645,greenhouse
greenhouse_7083816,stripe,Finance Systems Solutions Architect - Anaplan ,Bangalore,https://stripe.com/jobs/search?gh_jid=7083816,greenhouse
greenhouse_7440547,stripe,Financial Data Analyst,"Dublin, Ireland",https://stripe.com/jobs/search?gh_jid=7440547,greenhouse
greenhouse_7407752,stripe,Financial Data Analyst,Bengaluru,https://stripe.com/jobs/search?gh_jid=7407752,greenhouse
greenhouse_7396758,stripe,Financial Data Analyst Manager,Bengaluru,https://stripe.com/jobs/search?gh_jid=7396758,greenhouse
greenhouse_7424872,stripe,"Financial Data Analyst, Payments Health ",Toronto ,https://stripe.com/jobs/search?gh_jid=7424872,greenhouse
greenhouse_7393401,stripe,Financial Data Analyst - Regulatory and Compliance Engineering,Bengaluru,https://stripe.com/jobs/search?gh_jid=7393401,greenhouse
greenhouse_7061516,stripe,"Financial Data Analyst, Technical Operations","Dublin, Ireland",https://stripe.com/jobs/search?gh_jid=7061516,greenhouse
greenhouse_6390529,stripe,Financial Data Analyst - User Billing, Bengaluru,https://stripe.com/jobs/search?gh_jid=6390529,greenhouse
greenhouse_7278434,stripe,Financial Data Analyst-User Billing,Bengaluru,https://stripe.com/jobs/search?gh_jid=7278434,greenhouse
greenhouse_6993486,stripe,Financial Reporting and Corporate Accounting,"US-SEA, US-SF",https://stripe.com/jobs/search?gh_jid=6993486,greenhouse
greenhouse_7390797,stripe,Food Experience Manager,Bangalore,https://stripe.com/jobs/search?gh_jid=7390797,greenhouse
greenhouse_7230452,stripe,"Forward Deployed Engineer, Privy",New York Privy HQ,https://stripe.com/jobs/search?gh_jid=7230452,greenhouse
greenhouse_7441047,stripe,"Founding Product Marketer, Privy",NYC-Privy,https://stripe.com/jobs/search?gh_jid=7441047,greenhouse
greenhouse_6447734,stripe,Fraud Operations Associate SDC,Mexico City,https://stripe.com/jobs/search?gh_jid=6447734,greenhouse
greenhouse_7313002,stripe,Fraud Operations Manager,Dublin,https://stripe.com/jobs/search?gh_jid=7313002,greenhouse
greenhouse_7398778,stripe,Fraud Strategist,"(US-Remote, CHI, ATL, Toronto, Canada Remote)",https://stripe.com/jobs/search?gh_jid=7398778,greenhouse
greenhouse_7063232,stripe,"Frontend Engineering Manager, Payments","Seattle, San Francisco",https://stripe.com/jobs/search?gh_jid=7063232,greenhouse
greenhouse_7488253,stripe,"Full Stack Engineer, Collaboration",N/A,https://stripe.com/jobs/search?gh_jid=7488253,greenhouse
greenhouse_6567104,stripe,"Full Stack Engineer, Developer Experience & Product Platform",N/A,https://stripe.com/jobs/search?gh_jid=6567104,greenhouse
greenhouse_7403151,stripe,"Full Stack Engineer, Enterprise & Ecosystem","Toronto, Canada",https://stripe.com/jobs/search?gh_jid=7403151,greenhouse
greenhouse_6447175,stripe,"Full Stack Engineer, Link","Toronto, Remote in Canada",https://stripe.com/jobs/search?gh_jid=6447175,greenhouse
greenhouse_6606581,stripe,"Full Stack Engineer, Money as a Service",N/A,https://stripe.com/jobs/search?gh_jid=6606581,greenhouse
greenhouse_7325118,stripe,"Full Stack Engineer, Money as a Service",N/A,https://stripe.com/jobs/search?gh_jid=7325118,greenhouse
